data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,note_it,note_en,nuovi_deceduti,nuovi_guariti
2020-03-08T18:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,542,75,617,480,1097,160,170,27,56,1180,4344,,,8,2
2020-03-09T18:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,576,90,666,620,1286,189,206,30,70,1386,4906,,,14,3
2020-03-10T18:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,669,98,767,650,1417,131,147,31,85,1533,5494,,,15,1
2020-03-11T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,745,104,849,739,1588,171,206,38,113,1739,6640,,,28,7
2020-03-12T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,814,112,926,832,1758,170,208,43,146,1947,7600,,,33,5
2020-03-13T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,942,128,1070,941,2011,253,316,51,201,2263,8787,,,55,8
2020-03-14T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,1076,152,1228,1121,2349,338,381,54,241,2644,10043,,,40,3
2020-03-15T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,1215,169,1384,1357,2741,392,449,68,284,3093,12054,,,43,14
2020-03-16T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,1362,197,1559,1529,3088,347,429,88,346,3522,13096,,,62,20
2020-03-17T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,1566,223,1789,1615,3404,316,409,134,393,3931,14510,nd-IT-0008,nd-EN-0008,47,46
2020-03-18T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,1784,247,2031,1884,3915,511,594,152,458,4525,15461,nd-IT-0011,nd-EN-0011,65,18
2020-03-19T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,1900,260,2160,2346,4506,591,689,177,531,5214,18344,,,73,25
2020-03-20T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,2083,267,2350,2739,5089,583,754,239,640,5968,20753,,,109,62
2020-03-21T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,2267,265,2532,3129,5661,572,737,329,715,6705,24620,,,75,90
2020-03-22T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,2429,269,2698,3692,6390,729,850,349,816,7555,28022,,,101,20
2020-03-23T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,2846,276,3122,4098,7220,830,980,423,892,8535,31200,,,76,74
2020-03-24T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,2974,291,3265,4446,7711,491,719,558,985,9254,33527,,,93,135
2020-03-25T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3180,294,3474,4782,8256,545,800,721,1077,10054,38045,,,92,163
2020-03-26T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3354,301,3655,5195,8850,594,762,792,1174,10816,42395,,,97,71
2020-03-27T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3461,308,3769,5592,9361,511,772,960,1267,11588,47798,,,93,168
2020-03-28T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3695,316,4011,5953,9964,603,795,1075,1344,12383,52991,,,77,115
2020-03-29T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3769,333,4102,6433,10535,571,736,1141,1443,13119,52991,pd-IT-0008,pd-EN-0008,99,66
2020-03-30T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3779,351,4130,6636,10766,231,412,1227,1538,13531,50990,,,95,86
2020-03-31T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3765,353,4118,6835,10953,187,543,1477,1644,14074,54532,,,106,250
2020-04-01T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3898,359,4257,7232,11489,536,713,1566,1732,14787,58457,,,88,89
2020-04-02T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3944,366,4310,7549,11859,370,546,1663,1811,15333,60507,,,79,97
2020-04-03T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3915,364,4279,7899,12178,319,599,1852,1902,15932,63682,,,91,189
2020-04-04T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3859,358,4217,8306,12523,345,608,2040,1977,16540,67075,,,75,188
2020-04-05T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3839,375,4214,8623,12837,314,549,2201,2051,17089,69986,,,74,161
2020-04-06T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3804,372,4176,8875,13051,214,467,2397,2108,17556,72163,,,57,196
2020-04-07T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3750,366,4116,8932,13048,-3,269,2597,2180,17825,75191,,,72,200
2020-04-08T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3769,361,4130,8980,13110,62,409,2890,2234,18234,78367,,,54,293
2020-04-09T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3722,355,4077,9181,13258,148,443,3103,2316,18677,81715,,,82,213
2020-04-10T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3596,349,3945,9405,13350,92,451,3381,2397,19128,85884,,,81,278
2020-04-11T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3530,341,3871,9624,13495,145,507,3659,2481,19635,91759,,,84,278
2020-04-12T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3491,335,3826,9846,13672,177,463,3862,2564,20098,96704,,,83,203
2020-04-13T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3490,331,3821,9997,13818,146,342,4007,2615,20440,99047,,,51,145
2020-04-14T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3473,328,3801,9977,13778,-40,312,4269,2705,20752,101896,,,90,262
2020-04-15T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3388,325,3713,9864,13577,-201,277,4664,2788,21029,106149,,,83,395
2020-04-16T17:00:00,ITA,8,Emilia-Romagna,44.49436681,11.341720800000001,3360,316,3676,9987,13663,86,457,4980,2843,21486,112105,,,55,316
